,Domain_Name,Organization_Name
3039,rrbthiruvananthapuram.gov.in,"Railway Recruitment Board (RRB), Thiruvananthapuram"
3040,rrcat.gov.in,"Raja Ramanna Centre for Advanced Technology (RRCAT), Indore"
3041,rrcb.gov.in,Railway Recruitment Control Board (RRCB)
3042,rrcbbs.org.in,"Railway Recruitment Cell, East Coast Railway, Bhubaneswar"
3043,rrccr.gov.in,"Railway Recruitment Cell (RRC), Central Railway, Mumbai"
3044,rrcecr.bih.nic.in,"Railway Recruitment Cell (RRC), Hajipur"
3045,rrcer.com,"Railway Recruitment Cell (RRC), Eastern Railway, Kolkata"
3046,rrcnes.gov.in,"Regional Resource Centre for North Eastern States,  Guwahati, Assam"
3047,rrfams.nic.in,"Recruitment Rules Formulation, Amendment and Monitoring System, Department of Personnel and Training"
3048,rri.res.in,"Raman Research Institute, Bangalore, Karnataka"
3049,rria.nic.in,"National Research Institute of Basic Ayurvedic Sciences (NRIBAS), Pune"
3050,rrrlf.gov.in,Raja Rammohun Roy Library Foundation (RRRLF)
3051,rrtd.nic.in,Research Reference and Training Division (RRTD)
3052,rsby.gov.in,Rashtriya Swasthya Bima Yojana (RSBY)
3053,rscbhopal.gov.in,"Regional Science Center, Bhopal"
3054,rscnagpur.gov.in,"Raman Science Centre and Planetarium, Nagpur"
3055,rsmcnewdelhi.imd.gov.in,Regional Specialized Meteorological Centre (RSMC) for Tropical Cyclones over North Indian Ocean
3056,rstv.nic.in,Rajya Sabha Television (RSTV)
3057,rtcbangalore.cag.gov.in,"Regional Training Center, Bangalore"
3058,rtcer.gov.in,"MSME - Testing Centre, Kolkata"
3059,rtcnewdelhi.cag.gov.in,"Regional Training Center, New Delhi"
3060,rti.gov.in,"Right to Information Act (RTI), India"
3061,rti.railnet.gov.in,Indian Railways Right to Information (RTI) Monitoring System
3062,rtiallahabad.cag.gov.in,"Regional Training Insititute, Allahabad"
3063,rtichennai.cag.gov.in,"Regional Training Insititute, Chennai"
3064,rtijaipur.cag.gov.in,"Regional Training Insititute, Jaipur"
3065,rtijammu.cag.gov.in,"Regional Training Insititute, Jammu"
3066,rtikolkata.cag.gov.in,"Regional Training Insititute, Kolkata"
3067,rtimumbai.cag.gov.in,"Regional Training Insititute, Mumbai"
3068,rtinagpur.cag.gov.in,"Regional Training Insititute, Nagpur"
3069,rtionline.gov.in,RTI Online - RTI applications/First Appeals to Central Government Organisations
3070,rtiranchi.cag.gov.in,"Regional Training Insititute, Ranchi"
3071,rtishillong.cag.gov.in,"Regional Training Insititute, Shillong"
3072,rttcam.bsnl.co.in,"Regional Telecom Training centre (RTTC), Ahmedabad, Gujarat"
3073,rttchyd.bsnl.co.in,"Regional Telecom Training Centre (RTTC), Hydrebad"
3074,rttcmysore.bsnl.co.in,"Regional Telecom Training Centre (RTTC), Mysore"
3075,rttcnagpur.bsnl.co.in,"Regional Telecom Training Center (RTTC), Nagpur, Maharashtra"
3076,rttctvm.bsnl.co.in,"Regional Telecom Training centre (RTTC), Trivandrum"
3077,rubberboard.gov.in,"Rubber Board, India"
3078,rural.nic.in,Ministry of Rural Development
3079,ruralbazar.nic.in,Rural Bazar
3080,ruraldiksha.nic.in,"Rural Diksha, Ministry of Rural Development"
3081,ruralinnovations.gov.in,"Bank of Ideas and Innovations, Government of India"
3082,rurban.gov.in,National Rurban Mission (NRuM)
3083,rvtijaipur.nic.in,"National Skill Trainers Institute (NSTI) for Women Jaipur, Rajasthan (formerly Regional Vocational Training Institute (RVTI) for Women"
3084,rvtishimla.gov.in,"National Skill Trainers Institute (NSTI) for Women, Shimla, Himachal Pradesh (formerly Regional Vocational Training Institute (RVTI) for Women)"
3085,rvtitura.gov.in,"National Skill Trainers Institute (NSTI) for Women, Dakopgre Tura, West Garo Hills, Meghalaya (formerly Regional Vocational Training Institute (RVTI) for Women) "
3086,rwf.indianrailways.gov.in,"Rail Wheel Factory, Yelahanka, Bangalore"
3087,rwp.indianrailways.gov.in,"Rail Wheel Plant, Bela"
3088,s3waas.gov.in,"S3WaaS - Secure, Scalable and Sugamya Website as a Service for District Websites"
3089,saanjhi.gov.in,Saansad Adarsh Gram Yojana (SAANJHI)
3090,saarc-sdmc.nic.in,"SAARC Disaster Management Centre (SDMC), Interim Unit"
3091,sac.gov.in,Space Applications Centre (SAC)
3092,sactopm.gov.in,Scientific Advisory Council to the Prime Minister
3093,safar.tropmet.res.in,"System of Air Quality forecasting and Research (SAFAR), Pune"
3094,sag-rrs.nic.in,Scheme for Adolescent Girls - Rapid Reporting System
3095,sagarmala.gov.in,Sagarmala - Plan for the comprehensive development of India’s coastline and maritime sector
3096,saha.ac.in,"Saha Institute of Nuclear Physics (SINP), Kolkatta"
3097,sahitya-akademi.gov.in,Sahitya Akademi
3098,sail.co.in,Steel Authority of India Limited (SAIL)
3099,sainiksatara.org,"Sainik School, Satara, Maharashtra"
3100,sainikschoolamaravathinagar.edu.in,"Sainik School, Amaravathi Nagar, Tirupur, Tamilnadu"
3101,sainikschoolbhubaneswar.org,"Sainik School Bhubaneswar, Odisha"
3102,sainikschoolkorukonda.org,"Sainik School Korukonda, Vizianagaram, Andhra Pradesh"
3103,sainikschoolnagrota.com,"Sainik School Nagrota, Jammu and Kashmir"
3104,sainikschoolnalanda.bih.nic.in,"Sainik School Nalanda, Bihar"
3105,sainikschoolpunglwa.nic.in,"Sainik School, Punglwa, Nagaland"
3106,sainikschoolpurulia.com,"Sainik School Purulia, West Bengal"
3107,sainikschoolrewa.ac.in,"Sainik School Rewa, Madhya Pradesh"
3108,sainikschoolsujanpurtira.org,"Sainik School Sujanpur Tira, Himachal Pradesh"
3109,sainikschooltilaiya.org,"Sainik School Tilaiya, Jharkhand"
3110,sainikschooltvm.nic.in,"Sainik School Kazhakootam, Kerala"
3111,sakshat.ac.in,"Sakshat - Education Portal, Government of India"
3112,salarjungmuseum.in,"Salar Jung Museum, Hyderabad, Andhra Pradesh"
3113,samanvay.cpse.in,Samanvay - Knowledge Management Portal for CPSEs
3114,samarth-textiles.gov.in,Samarth (Scheme For Capacity Building In Textile Sector) by Ministry of Textiles
3115,sameer.gov.in,Society for Applied Microwave Electronic Engineering and Research (SAMEER)
3116,sampark.msme.gov.in,Placement Portal for MSME Technology Centres Trainees
3117,sancharika.com,"Sancharika, West Bengal Telecom Circle"
3118,sangeetnatak.gov.in,Sangeet Natak Akademi
3119,sanskrit.nic.in,Rashtriya Sanskrit Sansthan
3120,saralsanchar.gov.in,"Saral Sanchar Portal for various types of Licenses and Registration Certificates, Department of Telecom"
3121,saransh.nic.in,Saransh - a tool for Comprehensive Self Review for CBSE affiliated Schools and Parents
3122,sat.gov.in,"Securities Appellate Tribunal, Mumbai"
3123,satcom.nic.in,"Satellite Communication Group (SATCOM), Delhi"
3124,satmanipur.nic.in,"State Academy of Training (SAT), Manipur"
3125,saubhagya.gov.in,Pradhan Mantri Sahaj Bijli Har Ghar Yojana (Saubhagya)
3126,sb.bsf.gov.in,"South Bengal Frontier, Border Security Force"
3127,sbiri.nic.in,Small Business Innovation Research Initiative
3128,sbkosh.gov.in,Swachh Bharat Kosh (SBK) - to attract Corporate Social Responsibility (CSR) funds for Swachh Bharat
3129,scb.aponline.gov.in,"Cantonment Board, Secunderabad, Andhra Pradesh"
3130,scclmines.com,Singareni Collieries Company Limited (SCCL)
3131,scemcd.gov.in,"EMC Division, SAMEER Center for Electromagnetics"
3132,scfbio-iitd.res.in,"Supercomputing Facility for Bioinformatics & Computational Biology (SCFBIO), IIT Delhi"
3133,scholarships.gov.in,National Scholarships Portal
3134,schoolgis.nic.in,Web Based School GIS application - an initiative of the Department of School Education and Literacy
3135,schoolreportcards.in,"School Report Cards - National University of Educational Planning and Administration  (NUEPA), New Delhi"
3136,sciencecongress.nic.in,"Indian Science Congress Association, Kolkata"
3137,scl.gov.in,Semi-Conductor Laboratory
3138,scootersindia.com,Scooters India Ltd.
3139,scopeonline.in,Standing Conference of Public Enterprises (SCOPE)
3140,scores.gov.in,"Sebi COmplaints and REdress System (SCORES), Securities and Exchange Board of India (SEBI)"
3141,scr.indianrailways.gov.in,South Central Railway
3142,scstsenvis.nic.in,"ENVIS - Centre on EcoTourism,  State Council of Science and Technology for Sikkim"
3143,sctimst.ac.in,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST)
3144,sczcc.gov.in,"South Central Zone Cultural Center, Nagpur"
3145,sdis.gov.in,"Skill Development Initiative Scheme (SDIS), Ministry of Skill Development and  Entrepreneurship"
3146,sdtckochi.nic.in,"Software Development and Training Centre (SDTC), National Informatics Centre (NIC), Kochi"
3147,sebi.gov.in,Securities and Exchange Board of India (SEBI)
3148,seci.co.in,"Solar Energy Corporation of India, New Delhi"
3149,secl.gov.in,South Eastern Coalfields Limited (SECL)
3150,secr.indianrailways.gov.in,South East Central Railway
3151,seednet.gov.in,"SeedNet India Portal - National Initiative for Information on Quality Seeds, New Delhi"
3152,seedres.in,"ICAR - Directorate of Seed Research, Maunath Bhanjan, Uttar Pradesh"
3153,seepz.gov.in,"Santa Cruz Special Economic Zone (SEEPZ),  Andheri East, Mumbai"
3154,seismo.gov.in,National Centre for Seismology (NCS)
3155,self4society.mygov.in,Self 4 Society - Main Nahin Hum Portal
3156,ser.indianrailways.gov.in,South Eastern Railway
3157,serb.gov.in,Science and Engineering Research Board (SERB)
3158,servicesepc.org,"Services Export Promotion Council, Gurgaon"
3159,servicetaxchennai.gov.in,"Commissionerate of Service Tax, Chennai"
3160,servicetaxdelhi3.gov.in,"Service Tax Commissionerate, Delhi III"
3161,seshagun.gov.in,School Education Shagun Portal : Samagra Shiksha
3162,settlementcommission-cest.gov.in,"Settlement Commission, Customs, Central Excise and Service Tax"
3163,sevakarahmedabad.nic.in,"Service Tax Division, Ahmedabad"
3164,sezindia.gov.in,Special Economic Zones
3165,sfacindia.com,"Small Farmers Agri - Business Consortium (SFAC), New Delhi"
3166,sfio.nic.in,Serious Fraud Investigation Office (SFIO)
3167,sflmod.nic.in,"School of Foreign Languages (SFL), New Delhi"
3168,sgr.bsf.gov.in,"Srinagar Frontier, Border Security Force (BSF)"
3169,shar.gov.in,Satish Dhawan Space Centre SHAR (SDSC - SHAR)
3170,shebox.nic.in,SHe-Box - Online Complaint Management System  for Sexual Harassment at Workplace
3171,shellacepc.com,"Shellac and Forest Products Export Promotion Council, Kolkata"
3172,shillongcustoms.gov.in,"Commissionerate of Customs (Preventive), North Eastern Region, Shillong"
3173,shipindia.com,Shipping Corporation of India Limited (SCI)
3174,shipmin.gov.in,Ministry of Shipping
3175,shp.gov.in,"Small Hydro Power (SHP) Programme, Ministry of New and Renewable Energy"
3176,shramsuvidha.gov.in,Shram Suvidha - Unified Portal for Labour and Employment
3177,shsrckerala.org,"State Health Systems Resource Centre, Kerala (SHSRCK),Kerala"
3178,sicldr.gov.in,Semiconductor Integrated Circuits Layout Design Registry (SICLDR)
3179,sietpatna.nic.in,"State Institute of Education Technology, Patna"
3180,sih.gov.in,Smart India Hackathon - a unique Open Innovation Model for identifying new and disruptive technology innovations
3181,sihmct.org,"State Institute of Hotel Management & Catering Technology (SIHMCT), Tiruchirappalli, Tamilnadu"
3182,sikkim.nic.in,"Sikkim State Centre, National Informatics Centre (NIC)"
3183,silkmarkindia.com,"Silk Mark Organisation of India, Bangalore"
3184,silks.csb.gov.in,"SILKS - Sericulture Information Linkages and Knowledge System, Central Silk Board"
3185,singareni-tenders.gov.in,eProcurement Portal of Singareni Collieries Company Limited
3186,sisiranchi.nic.in,"MSME - Development Institute, Ranchi, Jharkhand"
3187,sjvn.nic.in,Satluj Jal Vidyut Nigam (SJVN) Limited
3188,skilldevelopment.gov.in,Ministry of Skill Development and Entrepreneurship
3189,slbcne.nic.in,State Level Bankers' Committee - North Eastern States
3190,sliet.ac.in,Sant Longowal Institute of Engineering and Technology (SLIET)
3191,slusi.dacnet.nic.in,Soil and Land Use Survey of India
3192,smartcities.gov.in,"Smart Cities Mission, Govt. of India"
3193,smdp2vlsi.gov.in,SMDPII - VLSI: Special Manpower Development Programme in the area of VLSI Design
3194,smdpc2sd.gov.in,Special Manpower Development Program for Chips to System Design (SMDP-C2SD)
3195,socialaudit.gov.in,"Social Audit, PES, e-Panchayat MMP of Ministry of Panchayati Raj"
3196,socialjustice.gov.in,Ministry of Social Justice and Empowerment
3197,sociology.du.ac.in,"Department of Sociology, Delhi School of Economics"
3198,soilhealth5.gov.in,"Soil Health Card, 	Department of Agriculture, Cooperation & Farmers Welfare"
3199,soilhealth7.gov.in,"Soil Health Maps, Department of Agriculture, Cooperation & Farmers Welfare"
3200,soinakshe.uk.gov.in,Nakshe Portal by Survey of India - Aadhaar based access to Open Series Maps (OSM)
3201,solarrooftop.gov.in,"Grid Connected Solar Rooftop System,  Ministry of New and Renewable Energy"
3202,spabhopal.ac.in,"School of Planning and Architecture, Bhopal"
3203,spaenvis.nic.in,"ENVIS - Centre for Environmental Studies, School of Planning and Architecture, New Delhi"
3204,spdcindia.gov.in,"Scholarship Programme for Diaspora Children (SPDC), Ministry of External Affairs"
3205,speakerloksabha.gov.in,"Office of the Speaker, Lok Sabha"
3206,spfo.gov.in,Seamens Provident Fund Organisation
3207,spg.nic.in,Special Protection Group (SPG)
3208,spicebioinfo.res.in,"Bioinformatics Centre, Indian Institute of Spices Research (IISR), Calicut"
3209,spices.res.in,"Indian Institute of Spices Research (IISR), Calicut, Kerala"
3210,spl.gov.in,"Space Physics Laboratory (SPL), Department of Space, Govt. of India"
3211,spmcil.com,Security Printing and Minting Corporation of India Limited (SPMCIL)
3212,spmhoshangabad.spmcil.com,"Security Paper Mill, Hoshangabad, Madhya Pradesh"
3213,sportsauthorityofindia.gov.in,Sports Authority of India (SAI)
3214,sportsgoodsindia.org,Sports Goods Export Promotion Council (SGEPC)
3215,spphyderabad.spmcil.com,"Security Printing Press, Hyderabad"
3216,sr.indianrailways.gov.in,Southern Railway
3217,srcwnagaland.nic.in,"State Resource Centre for Women, Nagaland"
3218,srfmtti.dacnet.nic.in,Southern Region Farm Machinery Training and Testing Institute (SRFMT&TI)
3219,srfti.gov.in,Satyajit Ray Film and Television Institute
3220,srldc.org,"Southern Regional Load Despatch Center - Power System Operation Corporation Limited, Bangalore"
3221,srp.iitm.ac.in,"Socially Relevant Projects, IIT Madras"
3222,srpc.kar.nic.in,Southern Regional Power Committee
3223,srtepc.org,Synthetic and Rayon Textiles Export Promotion Council (SRTEPC)
3224,ssa.nic.in,Sarva Shiksha Abhiyan (SSA)
3225,ssb.gov.in,Sashastra Seema Bal (SSB)
3226,ssbprize.gov.in,Shanti Swarup Bhatnagar Prize by CSIR for Science and Technology
3227,ssbrectt.gov.in,Sashastra Seema Bal Recruitments
3228,ssc-cr.org,"Staff Selection Commission (SSC), Central Region"
3229,ssc.nic.in,Staff Selection Commission (SSC)
3230,sscac.gov.in,Sardar Sarovar Construction Advisory Committee (SSCAC)
3231,sscbindia.in,Services Sports Control Board
3232,sscer.org,"Staff Selection Commission (SSC), Eastern Region (Kolkata)"
3233,sschittorgarh.com,"Sainik School, Chittorgarh, Rajasthan"
3234,ssckkr.kar.nic.in,Staff Selection Commission Bangalore
3235,sscmpr.org,"Staff Selection Commission (SSC), Madhya Pradesh Sub Region"
3236,sscner.org.in,"Staff Selection Commission, Regional Office, (NER), Guwahati"
3237,sscnr.net.in,"Staff Selection Commission (SSC), Northern Region"
3238,sscnwr.org,"Staff Selection Commission (SSC), North Western Region Chandigarh"
3239,ssconline.nic.in,Staff Selection Commision
3240,sscsr.gov.in,"Staff Selection Commission (SSC), Southern Region"
3241,sscwr.net,"Staff Selection Commission (SSC), Western Region (Mumbai)"
3242,ssghorakhal.org,"Sainik School Ghorakhal, Nainital, Uttarakhand"
3243,ssimphal.nic.in,"Sainik School, Imphal, Manipur"
3244,sskapurthala.com,"Sainik School Kapurthala, Punjab"
3245,sskunjpura.org,"Sainik School Kunjpura, Karnal, Haryana"
3246,ssrw.org,"Sainik School Rewari, Haryana"
3247,startupindia.gov.in,"Startup India - a flagship initiative of the Government of India, to build a strong eco-system for nurturing innovation and Startups"
3248,stc.gov.in,State Trading Corporation of India Limited (STCI)
3249,stcmis.gov.in,Scheduled Tribe Component (STC) Monitoring System by Ministry of Tribal Affairs
3250,steel.gov.in,Ministry of Steel
3251,stic-dst.org,"S and T International Cooperation Division, New Delhi"
3252,stp.bsnl.co.in,Southern Telecom Project Circle
3253,stpi.in,Software Technology Parks of India (STPI)
3254,stqc.gov.in,"Standardisation, Testing and Quality Cerification (STQC)"
3255,str.bsnl.co.in,Southern Telecom Region
3256,student.nielit.gov.in,NIELIT - Online Student Information and Enrollment System
3257,studyinindia.gov.in,Study in India Portal by EdCIL (India) Limited
3258,sugarcane.icar.gov.in,"Sugarcane Breeding Institute, Coimbatore"
3259,sulabhenvis.nic.in,SulabhENVIS Centre at  Sulabh International Institute of Health and Hygiene (SIIHH)
3260,surveyofindia.gov.in,"Survey Of India, Dehradun, Uttarakhand"
3261,svnirtar.nic.in,"Swami Vivekanand National Institute of Rehabilitation Training and Research (SVNIRTAR), Olatpur, Odisha"
3262,svnit.ac.in,"Sardar Vallabhbhai National Institute of Technology, Surat"
3263,svpistm.ac.in,"Sardar Vallabhbhai Patel International School of Textiles & Management, Coimbatore, Tamil Nadu"
3264,svpnpa.gov.in,Sardar Vallabhbhai Patel National Police Academy
3265,swaasthindia.gov.in,Swaasth India - Ministry of Health & Family Welfare
3266,swachhbharatmissiongramin.gov.in,Swachh Bharat Mission - Gramin by Ministry of Drinking Water and Sanitation
3267,swachhbharaturban.gov.in,Swachh Bharat Mission - Urban
3268,swachhiconicplaces.gov.in,Swachh Iconic Places
3269,swadeshdarshan.gov.in,"Swadesh Darshan Scheme, Ministry of Tourism"
3270,swavlambancard.gov.in,Unique Disability ID (UDID) - an integrated system for Issuance of Universal ID & Disability Certificates for Person with Disabilities
3271,swayam.gov.in,"SWAYAM - Online Learning Courses, AICTE, MHRD, Govt. of India"
3272,swayamprabha.gov.in,Swayam Prabha - Free DTH Channels for Education
3273,swr.indianrailways.gov.in,South Western Railway
3274,tamilnadu.bsnl.co.in,Tamil Nadu Telecom Circle
3275,tamilnadupost.nic.in,"Tamil Nadu Postal Circle, Department of Posts"
